0.00000000000000E+0000	0
2.15000007301569E-0002	0.00011066506
4.14999984204769E-0002	0.00055313762
6.15000016987324E-0002	0.0016184725
8.15000012516975E-0002	0.0034217394
1.01499997079372E-0001	0.0059753
1.21500000357628E-0001	0.0092484225
1.41499996185303E-0001	0.013194245
1.61500006914139E-0001	0.017761145
1.81500002741814E-0001	0.022897411
2.01499998569489E-0001	0.028553108
2.21499994397163E-0001	0.034680754
2.41500005125999E-0001	0.041235533
2.61500000953674E-0001	0.048175264
2.81500011682510E-0001	0.05546036
3.01499992609024E-0001	0.063053675
3.21500003337860E-0001	0.070920408
3.41500014066696E-0001	0.079027988
3.61499994993210E-0001	0.087345921
3.81500005722046E-0001	0.095845737
4.01499986648560E-0001	0.10450083
4.21499997377396E-0001	0.11328638
4.41500008106232E-0001	0.12217925
4.61499989032745E-0001	0.1311579
4.81499999761581E-0001	0.14020231
5.01500010490417E-0001	0.14929388
5.21499991416931E-0001	0.15841535
5.41499972343445E-0001	0.16755071
5.61500012874603E-0001	0.17668517
5.81499993801117E-0001	0.18580508
6.01499974727631E-0001	0.19489785
6.21500015258789E-0001	0.20395187
6.41499996185303E-0001	0.2129565
6.61499977111816E-0001	0.221902
6.81500017642975E-0001	0.23077944
7.01499998569489E-0001	0.23958072
7.21499979496002E-0001	0.24829842
7.41500020027161E-0001	0.25692588
7.61500000953674E-0001	0.26545706
7.81499981880188E-0001	0.27388653
8.01500022411346E-0001	0.28220946
8.21500003337860E-0001	0.29042152
8.41499984264374E-0001	0.29851893
8.61500024795532E-0001	0.30649832
8.81500005722046E-0001	0.31435686
9.01499986648560E-0001	0.322092
9.21500027179718E-0001	0.32970166
9.41500008106232E-0001	0.3371841
9.61499989032745E-0001	0.34453791
9.81500029563904E-0001	0.351762
1.00150001049042E+0000	0.35885552
1.02149999141693E+0000	0.36581793
1.04149997234344E+0000	0.37264889
1.06149995326996E+0000	0.37934837
1.08150005340576E+0000	0.38591647
1.10150003433228E+0000	0.39235348
1.12150001525879E+0000	0.39865991
1.14149999618530E+0000	0.40483642
1.16149997711182E+0000	0.41088378
1.18149995803833E+0000	0.416803
1.20150005817413E+0000	0.42259505
1.22150003910065E+0000	0.42826116
1.24150002002716E+0000	0.43380257
1.26150000095367E+0000	0.43922064
1.28149998188019E+0000	0.44451681
1.30149996280670E+0000	0.44969264
1.32149994373322E+0000	0.45474961
1.34150004386902E+0000	0.45968944
1.36150002479553E+0000	0.46451378
1.38150000572205E+0000	0.46922436
1.40149998664856E+0000	0.47382292
1.42149996757507E+0000	0.47831127
1.44149994850159E+0000	0.48269123
1.46150004863739E+0000	0.48696461
1.48150002956390E+0000	0.4911333
1.50150001049042E+0000	0.49519911
1.52149999141693E+0000	0.49916396
1.54149997234344E+0000	0.50302964
1.56149995326996E+0000	0.50679815
1.58150005340576E+0000	0.51047128
1.60150003433228E+0000	0.5140509
1.62150001525879E+0000	0.51753885
1.64149999618530E+0000	0.52093703
1.66149997711182E+0000	0.52424723
1.68149995803833E+0000	0.5274713
1.70150005817413E+0000	0.53061098
1.72150003910065E+0000	0.53366816
1.74150002002716E+0000	0.53664452
1.76150000095367E+0000	0.53954184
1.78149998188019E+0000	0.54236186
1.80149996280670E+0000	0.54510623
1.82149994373322E+0000	0.5477767
1.84150004386902E+0000	0.55037487
1.86150002479553E+0000	0.55290234
1.88150000572205E+0000	0.55536079
1.90149998664856E+0000	0.55775177
1.92149996757507E+0000	0.56007683
1.94149994850159E+0000	0.56233746
1.96150004863739E+0000	0.5645352
1.98150002956390E+0000	0.56667155
2.00149989128113E+0000	0.56874788
2.02150011062622E+0000	0.57076567
2.04150009155273E+0000	0.57272631
2.06150007247925E+0000	0.57463109
2.08150005340576E+0000	0.57648146
2.10150003433228E+0000	0.5782786
2.12150001525879E+0000	0.58002394
2.14149999618530E+0000	0.58171862
2.16149997711182E+0000	0.58336389
2.18149995803833E+0000	0.584961
2.20149993896484E+0000	0.58651114
2.22149991989136E+0000	0.58801538
2.24149990081787E+0000	0.58947492
2.26149988174438E+0000	0.59089082
2.28150010108948E+0000	0.59226424
2.30150008201599E+0000	0.59359616
2.32150006294250E+0000	0.59488761
2.34150004386902E+0000	0.59613967
2.36150002479553E+0000	0.59735322
2.38150000572205E+0000	0.59852934
2.40149998664856E+0000	0.59966886
2.42149996757507E+0000	0.6007728
2.44149994850159E+0000	0.60184199
2.46149992942810E+0000	0.60287732
2.48149991035461E+0000	0.60387969
2.50149989128113E+0000	0.60484987
2.52150011062622E+0000	0.60578871
2.54150009155273E+0000	0.60669702
2.56150007247925E+0000	0.6075756
2.58150005340576E+0000	0.60842514
2.60150003433228E+0000	0.60924643
2.62150001525879E+0000	0.61004019
2.64149999618530E+0000	0.61080712
2.66149997711182E+0000	0.61154789
2.68149995803833E+0000	0.6122632
2.70149993896484E+0000	0.61295372
2.72149991989136E+0000	0.6136201
2.74149990081787E+0000	0.61426288
2.76149988174438E+0000	0.61488277
2.78150010108948E+0000	0.6154803
2.80150008201599E+0000	0.61605608
2.82150006294250E+0000	0.61661071
2.84150004386902E+0000	0.61714464
2.86150002479553E+0000	0.61765856
2.88150000572205E+0000	0.61815286
2.90149998664856E+0000	0.61862808
2.92149996757507E+0000	0.61908478
2.94149994850159E+0000	0.61952341
2.96149992942810E+0000	0.61994445
2.98149991035461E+0000	0.62034839
3.00149989128113E+0000	0.62073565
3.02150011062622E+0000	0.62110668
3.04150009155273E+0000	0.62146193
3.06150007247925E+0000	0.62180179
3.08150005340576E+0000	0.6221267
