0.00000000000000E+0000	0
2.15000007301569E-0002	-0.00011788125
4.14999984204769E-0002	0.0003965467
6.15000016987324E-0002	0.0017141689
8.15000012516975E-0002	0.0038072905
1.01499997079372E-0001	0.0066244239
1.21500000357628E-0001	0.010110201
1.41499996185303E-0001	0.014209946
1.61500006914139E-0001	0.018871179
1.81500002741814E-0001	0.024044123
2.01499998569489E-0001	0.029681813
2.21499994397163E-0001	0.03574007
2.41500005125999E-0001	0.04217739
2.61500000953674E-0001	0.048954822
2.81500011682510E-0001	0.056035846
3.01499992609024E-0001	0.063386247
3.21500003337860E-0001	0.070973992
3.41500014066696E-0001	0.078769118
3.61499994993210E-0001	0.086743608
3.81500005722046E-0001	0.094871312
4.01499986648560E-0001	0.10312783
4.21499997377396E-0001	0.11149041
4.41500008106232E-0001	0.11993786
4.61499989032745E-0001	0.1284505
4.81499999761581E-0001	0.13701002
5.01500010490417E-0001	0.14559945
5.21499991416931E-0001	0.15420304
5.41499972343445E-0001	0.16280626
5.61500012874603E-0001	0.17139566
5.81499993801117E-0001	0.17995884
6.01499974727631E-0001	0.1884844
6.21500015258789E-0001	0.19696186
6.41499996185303E-0001	0.20538163
6.61499977111816E-0001	0.21373491
6.81500017642975E-0001	0.22201373
7.01499998569489E-0001	0.2302108
7.21499979496002E-0001	0.23831953
7.41500020027161E-0001	0.246334
7.61500000953674E-0001	0.25424883
7.81499981880188E-0001	0.26205927
8.01500022411346E-0001	0.26976109
8.21500003337860E-0001	0.27735049
8.41499984264374E-0001	0.28482419
8.61500024795532E-0001	0.29217938
8.81500005722046E-0001	0.29941353
9.01499986648560E-0001	0.30652463
9.21500027179718E-0001	0.31351095
9.41500008106232E-0001	0.32037103
9.61499989032745E-0001	0.32710382
9.81500029563904E-0001	0.33370849
1.00150001049042E+0000	0.34018451
1.02149999141693E+0000	0.34653151
1.04149997234344E+0000	0.35274944
1.06149995326996E+0000	0.35883841
1.08150005340576E+0000	0.36479869
1.10150003433228E+0000	0.37063077
1.12150001525879E+0000	0.37633529
1.14149999618530E+0000	0.38191304
1.16149997711182E+0000	0.38736489
1.18149995803833E+0000	0.39269191
1.20150005817413E+0000	0.39789522
1.22150003910065E+0000	0.40297607
1.24150002002716E+0000	0.4079358
1.26150000095367E+0000	0.41277578
1.28149998188019E+0000	0.41749755
1.30149996280670E+0000	0.4221026
1.32149994373322E+0000	0.42659253
1.34150004386902E+0000	0.43096903
1.36150002479553E+0000	0.43523374
1.38150000572205E+0000	0.43938845
1.40149998664856E+0000	0.44343483
1.42149996757507E+0000	0.44737473
1.44149994850159E+0000	0.4512099
1.46150004863739E+0000	0.45494217
1.48150002956390E+0000	0.45857337
1.50150001049042E+0000	0.46210533
1.52149999141693E+0000	0.4655399
1.54149997234344E+0000	0.4688789
1.56149995326996E+0000	0.47212416
1.58150005340576E+0000	0.47527754
1.60150003433228E+0000	0.47834083
1.62150001525879E+0000	0.48131585
1.64149999618530E+0000	0.48420441
1.66149997711182E+0000	0.48700827
1.68149995803833E+0000	0.48972923
1.70150005817413E+0000	0.49236903
1.72150003910065E+0000	0.49492937
1.74150002002716E+0000	0.49741203
1.76150000095367E+0000	0.49981865
1.78149998188019E+0000	0.50215095
1.80149996280670E+0000	0.50441051
1.82149994373322E+0000	0.50659901
1.84150004386902E+0000	0.50871795
1.86150002479553E+0000	0.51076907
1.88150000572205E+0000	0.51275384
1.90149998664856E+0000	0.51467371
1.92149996757507E+0000	0.51653028
1.94149994850159E+0000	0.51832497
1.96150004863739E+0000	0.52005929
1.98150002956390E+0000	0.52173454
2.00149989128113E+0000	0.52335227
2.02150011062622E+0000	0.52491367
2.04150009155273E+0000	0.52642018
2.06150007247925E+0000	0.52787316
2.08150005340576E+0000	0.52927375
2.10150003433228E+0000	0.53062338
2.12150001525879E+0000	0.53192317
2.14149999618530E+0000	0.53317434
2.16149997711182E+0000	0.53437811
2.18149995803833E+0000	0.53553563
2.20149993896484E+0000	0.53664804
2.22149991989136E+0000	0.53771639
2.24149990081787E+0000	0.53874183
2.26149988174438E+0000	0.53972542
2.28150010108948E+0000	0.54066819
2.30150008201599E+0000	0.54157114
2.32150006294250E+0000	0.54243523
2.34150004386902E+0000	0.54326147
2.36150002479553E+0000	0.54405081
2.38150000572205E+0000	0.54480422
2.40149998664856E+0000	0.54552245
2.42149996757507E+0000	0.54620653
2.44149994850159E+0000	0.5468573
2.46149992942810E+0000	0.54747552
2.48149991035461E+0000	0.54806209
2.50149989128113E+0000	0.54861784
2.52150011062622E+0000	0.54914343
2.54150009155273E+0000	0.5496397
2.56150007247925E+0000	0.55010748
2.58150005340576E+0000	0.5505473
2.60150003433228E+0000	0.55096006
2.62150001525879E+0000	0.55134636
2.64149999618530E+0000	0.55170691
2.66149997711182E+0000	0.55204237
2.68149995803833E+0000	0.55235338
2.70149993896484E+0000	0.55264056
2.72149991989136E+0000	0.55290455
2.74149990081787E+0000	0.55314589
2.76149988174438E+0000	0.55336523
2.78150010108948E+0000	0.55356312
2.80150008201599E+0000	0.55374008
2.82150006294250E+0000	0.55389673
2.84150004386902E+0000	0.55403358
2.86150002479553E+0000	0.55415106
2.88150000572205E+0000	0.55424982
2.90149998664856E+0000	0.55433023
2.92149996757507E+0000	0.55439281
2.94149994850159E+0000	0.55443805
2.96149992942810E+0000	0.55446637
2.98149991035461E+0000	0.55447829
3.00149989128113E+0000	0.55447417
3.02150011062622E+0000	0.55445445
3.04150009155273E+0000	0.55441952
3.06150007247925E+0000	0.55436987
3.08150005340576E+0000	0.55430579
